COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share
IEA Total,APR2022,April 2022,2022,4,April,Electricity trade,-519.838892,21,5383.181743,-5320.596108,-0.0006469113182509
Brazil,JUN2019,June 2019,2019,6,June,Net electricity production,47409.555226,14,611385.71286,288338.90235,1.0
Mexico,JUL2018,July 2018,2018,7,July,Fossil fuels,25691.627539,27,273851.291042,144949.723,0.8016036498518007
Mexico,MAR2012,March 2012,2012,3,March,Other renewables aggregated,573.549,25,6338.28,1693.621,0.0247481118501829
OECD Asia Oceania,NOV2010,November 2010,2010,11,November,Net electricity production,149163.472,14,1873392.604,,1.0
Switzerland,NOV2022,November 2022,2022,11,November,Total imports,3372.054514,15,33021.60658,28246.0,0.701713833874009
Bulgaria,JUN2020,June 2020,2020,6,June,Natural gas,82.883443,10,1950.310883,1066.890694,0.0286319367957845
India,NOV2020,November 2020,2020,11,November,Solar,4632.130504,3,58287.601886,42037.567268,0.0391751429540744
IEA Total,JUN2017,June 2017,2017,6,June,Other renewables aggregated,25530.649056,25,327206.467142,160555.295168,0.0298828513399144
Bulgaria,APR2017,April 2017,2017,4,April,Natural gas,133.103,10,1645.977,573.444,0.0420003584622977
Croatia,APR2018,April 2018,2018,4,April,Solar,8.918548,3,74.899998,21.028,0.0075506700102638
Spain,JUL2020,July 2020,2020,7,July,Wind,4272.176149,2,55067.000001,30930.265216,0.1756339322138922
New Zealand,JUL2012,July 2012,2012,7,July,Distribution losses,277.069,19,3002.91,1738.855,0.0701465013208056
New Zealand,FEB2020,February 2020,2020,2,February,Distribution losses,218.516306,19,2779.938739,434.95147,0.0643104004178073
Estonia,DEC2020,December 2020,2020,12,December,Hydro,5.181818,1,38.609625,18.999999,0.0103339839145711
Spain,APR2018,April 2018,2018,4,April,Nuclear,3831.32445,6,53233.999999,20221.391,0.182304026399083
Japan,JUL2017,July 2017,2017,7,July,Combustible renewables,1799.782,11,19751.806,10494.754,0.0189073614590939
Ireland,JUN2012,June 2012,2012,6,June,Wind,239.474,2,4010.478,1881.139,0.1212921472661732
Poland,SEP2010,September 2010,2010,9,September,Hydro,316.188,1,3460.0,,0.0274785850963777
Slovenia,DEC2018,December 2018,2018,12,December,Geothermal,0.0,4,0.0,,0.0
Norway,APR2018,April 2018,2018,4,April,Hydro,9991.095234,1,138915.304998,50581.131,0.9515289046657822
India,NOV2016,November 2016,2016,11,November,Renewables,14984.048151,22,230497.902364,176446.636849,0.13687990447981
Belgium,JUN2015,June 2015,2015,6,June,Renewables,1215.45,22,15308.409,6668.073,0.2423942799377227
Australia,FEB2016,February 2016,2016,2,February,Final consumption,20126.512906,20,232779.599721,38151.588005,0.9499194248644708
New Zealand,MAY2014,May 2014,2014,5,May,Final consumption,3354.24,20,39383.411,15704.259,0.9337239809872436
Latvia,DEC2018,December 2018,2018,12,December,Other combustible non-renewables,0.0,12,0.0,,0.0
Costa Rica,APR2022,April 2022,2022,4,April,Net electricity production,993.907585,14,12513.653752,4011.973385,1.0
India,FEB2021,February 2021,2021,2,February,Renewables,19294.744818,22,340580.48552,41597.636016,0.1554125827906697
Canada,FEB2013,February 2013,2013,2,February,Distribution losses,4640.396,19,53310.0,9276.043,0.0831619608361379
OECD Europe,JUL2017,July 2017,2017,7,July,Total combustible fuels,135995.367,7,1687768.669,902396.267,0.4829897365801435
Slovenia,DEC2017,December 2017,2017,12,December,Nuclear,516.231,6,5967.826,5430.999,0.3715092141274412
Canada,OCT2019,October 2019,2019,10,October,Total exports,3810.210623,16,60410.000002,51764.505901,0.0798858961523157
Switzerland,MAY2014,May 2014,2014,5,May,Electricity trade,1038.309,21,5491.0,-834.71,0.1637352378579459
Netherlands,FEB2017,February 2017,2017,2,February,Other renewables aggregated,371.907,25,4431.795,874.031,0.036870198426141
Slovak Republic,FEB2014,February 2014,2014,2,February,Other combustible non-renewables,2.013,12,21.815,5.296,0.0009799635665805
United Kingdom,DEC2010,December 2010,2010,12,December,Total exports,325.398,16,4481.997,,0.008846685054146
Czech Republic,JUN2016,June 2016,2016,6,June,Oil,2.861,9,82.567,41.454,0.0004992607938752
Republic of Turkiye,JAN2017,January 2017,2017,1,January,Other combustible non-renewables,0.909,12,26.122,1.277,3.772178511106617e-05
Portugal,OCT2011,October 2011,2011,10,October,Fossil fuels,2239.183,27,26756.078,19626.24,0.5632486047593259
Slovenia,SEP2011,September 2011,2011,9,September,Nuclear,481.837,6,5902.0,4480.0,0.3947920618312586
Hungary,APR2016,April 2016,2016,4,April,Natural gas,315.744,10,5845.007,1496.39,0.1403311656219222
Ireland,MAR2020,March 2020,2020,3,March,Electricity supplied,2717.914416,17,31367.954792,8265.014765,1.0175710221223335
Finland,APR2019,April 2019,2019,4,April,Wind,489.105388,2,6024.746,1776.32764,0.0872677816107217
OECD Europe,FEB2014,February 2014,2014,2,February,Wind,29376.718,2,253936.014,43384.207,0.1011340545777366
Hungary,OCT2012,October 2012,2012,10,October,Renewables,184.474,22,2495.515,2173.079,0.0674024864609693
Poland,DEC2022,December 2022,2022,12,December,Low carbon,3064.196257,26,36644.220489,31752.670029,0.2042611389270277
United States,JUN2010,June 2010,2010,6,June,Others,6130.778,24,58954.831,,0.0161115583567071
Costa Rica,DEC2021,December 2021,2021,12,December,Others,0.871084,24,2.859867,,0.0007887547872764
Denmark,APR2015,April 2015,2015,4,April,Fossil fuels,777.149,27,9284.628,4847.531,0.3326332396546071
Croatia,APR2021,April 2021,2021,4,April,Renewables,875.813833,22,10445.7978,2752.447584,0.8045229084013455
Portugal,FEB2018,February 2018,2018,2,February,Low carbon,2307.624829,26,30292.58838,5312.917,0.4963816812725425
Japan,DEC2011,December 2011,2011,12,December,Renewables,8352.045,22,116207.927,116146.16,0.0865430661083605
Czech Republic,NOV2014,November 2014,2014,11,November,Oil,10.39,9,93.944,59.927,0.0015314958233205
Hungary,NOV2011,November 2011,2011,11,November,Total imports,1455.97,15,14664.0,9293.0,0.4671941748413962
Australia,JUL2018,July 2018,2018,7,July,Other renewables,0.0,5,0.0,,0.0
Serbia,APR2018,April 2018,2018,4,April,Total imports,298.528,15,6400.007,2486.737,0.0991034870784986
OECD Europe,JAN2021,January 2021,2021,1,January,Combustible renewables,19200.654005,11,210577.581802,17749.164784,0.0576240526801555
Estonia,MAR2022,March 2022,2022,3,March,Other combustible non-renewables,7.621063,12,78.986432,20.728513,0.0129262824497085
Japan,JUL2019,July 2019,2019,7,July,Geothermal,190.343651,4,2554.961129,1370.246618,0.0021842600770623
United Kingdom,MAR2021,March 2021,2021,3,March,Oil,170.476309,9,1940.776867,262.591378,0.006597885790586
IEA Total,NOV2016,November 2016,2016,11,November,Electricity supplied,830294.63,17,10382554.610046,9440074.457463,1.0029829022816008
Hungary,APR2016,April 2016,2016,4,April,Nuclear,1368.0,6,15162.0,5218.636,0.6080021617854641
Chile,OCT2019,October 2019,2019,10,October,Non-renewables,2961.170198,23,43487.346384,37262.525345,0.4442689033836459
Ireland,AUG2021,August 2021,2021,8,August,Electricity supplied,2829.08857,17,35524.40445,20453.708465,1.0603551897422108
Spain,JUL2018,July 2018,2018,7,July,Nuclear,4467.935368,6,53233.999999,32808.321,0.2025823813865661
Australia,MAR2010,March 2010,2010,3,March,Final consumption,18092.787,20,220091.029,,0.9290885951068144
Australia,DEC2018,December 2018,2018,12,December,Not specified,0.0,13,0.0,,0.0
Chile,SEP2016,September 2016,2016,9,September,Not specified,0.0,13,0.0,0.0,0.0
Belgium,JUN2017,June 2017,2017,6,June,Fossil fuels,1672.649,27,26411.649,11582.296,0.2472534035150167
Switzerland,MAY2021,May 2021,2021,5,May,Total imports,1950.0,15,31626.0,12433.0,0.3537605759252654
Canada,OCT2021,October 2021,2021,10,October,Renewables,31659.044306,22,427134.883022,350668.433769,0.658622253433181
Estonia,FEB2011,February 2011,2011,2,February,Renewables,89.291,22,1102.37,163.513,0.0873559777371445
Luxembourg,DEC2015,December 2015,2015,12,December,Non-renewables,33.327,23,888.803,1491.069,0.1590582597946804
United States,FEB2010,February 2010,2010,2,February,Distribution losses,20261.707,19,260999.0,,0.0629551041806301
Australia,SEP2022,September 2022,2022,9,September,Total combustible fuels,13777.887768,7,174108.47098,138185.006461,0.6510826466321765
OECD Europe,AUG2021,August 2021,2021,8,August,Other combustible non-renewables,2417.942866,12,29451.257802,19171.440002,0.0087239138188319
IEA Total,MAY2017,May 2017,2017,5,May,Total exports,39443.829,16,477331.2,203120.13,0.0481542066196934
Belgium,MAY2012,May 2012,2012,5,May,Distribution losses,335.973,19,4131.0,1757.91,0.0500261765136814
Korea,AUG2021,August 2021,2021,8,August,Wind,154.544448,2,3179.930999,2004.223899,0.0031561505322285
Greece,JUL2014,July 2014,2014,7,July,Oil,578.695,9,5000.953,2703.482,0.1270414175723047
Italy,FEB2010,February 2010,2010,2,February,Oil,1721.636,9,20750.178,,0.0745762021728268
Austria,JUN2018,June 2018,2018,6,June,Others,112.672792,24,1377.523121,799.862,0.0196752889084013
Republic of Turkiye,JUL2019,July 2019,2019,7,July,Other renewables,0.0,5,0.0,0.0,0.0
Belgium,DEC2011,December 2011,2011,12,December,Low carbon,4987.788,26,55479.339,53614.649,0.67600023961893
North Macedonia,JUN2016,June 2016,2016,6,June,Net electricity production,354.048,14,5284.253,2916.944,1.0
France,JUL2010,July 2010,2010,7,July,Final consumption,33001.046,20,471574.848,,0.8096484762493836
France,MAY2016,May 2016,2016,5,May,Electricity trade,5271.266,21,41500.999,22498.615,0.128101209381104
Slovenia,JAN2016,January 2016,2016,1,January,Oil,0.186,9,9.83,2.562,0.0001495870673133
Spain,OCT2013,October 2013,2013,10,October,Combustible renewables,473.578,11,5502.139,3938.795,0.0214206339499529
New Zealand,JUN2021,June 2021,2021,6,June,Electricity supplied,3761.110314,17,43109.905685,20843.445795,1.0
Czech Republic,NOV2021,November 2021,2021,11,November,Non-renewables,6803.299979,23,66996.006463,57734.114519,0.894156742460823
Republic of Turkiye,NOV2022,November 2022,2022,11,November,Others,140.027369,24,1971.873925,1617.202845,0.0058755980860031
Poland,SEP2016,September 2016,2016,9,September,Used for pumped storage,36.505,18,744.001,692.249,0.0030339528453665
Latvia,MAR2016,March 2016,2016,3,March,Hydro,308.835,1,2522.819,751.734,0.5525715461482721
Czech Republic,OCT2017,October 2017,2017,10,October,Renewables,748.208,22,10204.061,8535.559,0.1061922837554651
North Macedonia,APR2019,April 2019,2019,4,April,Total imports,210.385981,15,2410.901,747.616565,0.555182756690078
Poland,JAN2018,January 2018,2018,1,January,Other combustible non-renewables,221.413399,12,2029.076235,23.477,0.0159294940242783
Finland,JUL2022,July 2022,2022,7,July,Not specified,17.583333,13,210.999996,108.5,0.0038203350514699
Brazil,JUN2019,June 2019,2019,6,June,Natural gas,2572.436079,10,56821.13504,23601.533098,0.0542598652684521
North Macedonia,SEP2015,September 2015,2015,9,September,Combustible renewables,1.306,11,18.079,,0.0042529495475135
Bulgaria,SEP2019,September 2019,2019,9,September,Used for pumped storage,54.206249,18,649.714,283.515131,0.0180757323702832
Slovak Republic,SEP2018,September 2018,2018,9,September,Natural gas,226.336562,10,1623.336116,1040.435,0.1231123522339347
Cyprus,JAN2016,January 2016,2016,1,January,Fossil fuels,350.199,27,4245.534,326.641,0.9077710295272684
Finland,DEC2014,December 2014,2014,12,December,Combustible renewables,1097.908,11,11155.061,11375.637,0.176547594257059
Poland,SEP2019,September 2019,2019,9,September,Coal,8889.545545,8,110299.970812,89573.99101,0.7494052679829577
Austria,JUL2019,July 2019,2019,7,July,Low carbon,4733.821247,26,55248.228181,32876.182273,0.8330787100639837
Bulgaria,MAY2020,May 2020,2020,5,May,Final consumption,2162.781218,20,31296.079547,13599.297816,0.8688450901923349
Sweden,FEB2021,February 2021,2021,2,February,Distribution losses,800.878561,19,7969.50328,2266.697496,0.0535655518585071
OECD Europe,MAY2017,May 2017,2017,5,May,Natural gas,51183.94,10,719504.102,253055.26,0.1848487195605122
Slovenia,MAR2017,March 2017,2017,3,March,Natural gas,46.734,10,426.232,140.121,0.0350689988969181
OECD Total,MAY2013,May 2013,2013,5,May,Other combustible non-renewables,3497.424,12,45742.937,19927.081,0.0042888077969063
Italy,MAY2015,May 2015,2015,5,May,Non-renewables,11657.562,23,164388.581,60164.425,0.5108073241077252
OECD Total,JUN2017,June 2017,2017,6,June,Natural gas,231451.328172,10,2808896.24927,1339495.12138,0.2658858066801002
OECD Asia Oceania,DEC2019,December 2019,2019,12,December,Total imports,0.0,15,0.0,0.0,0.0
Spain,FEB2010,February 2010,2010,2,February,Oil,1273.713,9,15861.188,,0.0523057367025817
Belgium,APR2019,April 2019,2019,4,April,Other combustible non-renewables,98.104162,12,1165.735011,439.737383,0.0139983440678638
Bulgaria,MAY2015,May 2015,2015,5,May,Other renewables aggregated,14.029,25,233.399,,0.0045407848511468
OECD Americas,FEB2016,February 2016,2016,2,February,Others,7964.528,24,93883.599,21102.458,0.0195141321352822
Mexico,FEB2012,February 2012,2012,2,February,Electricity trade,109.688,21,-1060.999,248.108,0.0053677733156169
United States,MAY2017,May 2017,2017,5,May,Coal,95729.961,8,1246298.241,446751.081,0.2920915124393307
Latvia,OCT2011,October 2011,2011,10,October,Natural gas,157.368,10,2534.411,1878.389,0.6037012030444389
Poland,FEB2022,February 2022,2022,2,February,Used for pumped storage,131.05522,18,1500.87226,235.360783,0.0096241217881523
Luxembourg,MAR2019,March 2019,2019,3,March,Hydro,110.611009,1,937.629,375.647302,0.5428784065401286
Lithuania,JUL2017,July 2017,2017,7,July,Hydro,86.091,1,1164.601,615.608,0.3312632028535479
Spain,APR2010,April 2010,2010,4,April,Non-renewables,13350.356,23,192068.897,,0.6085673698706832
Germany,NOV2019,November 2019,2019,11,November,Geothermal,12.211216,4,144.000001,113.037823,0.0002417818734939
Finland,FEB2012,February 2012,2012,2,February,Final consumption,8011.815,20,82241.748,16630.021,1.1740230413936203
Japan,DEC2021,December 2021,2021,12,December,Net electricity production,92264.444252,14,990727.254869,968715.072285,1.0
Spain,MAY2021,May 2021,2021,5,May,Nuclear,4373.261011,6,54040.201585,22514.490555,0.2110103852098707
Republic of Turkiye,JUL2019,July 2019,2019,7,July,Total combustible fuels,16186.855173,7,161975.210999,111269.641946,0.5917186961339698
Estonia,OCT2017,October 2017,2017,10,October,Oil,8.446,9,101.493,175.313,0.0089600848693807
Denmark,MAR2018,March 2018,2018,3,March,Not specified,0.0,13,0.0,,0.0
Italy,FEB2012,February 2012,2012,2,February,Non-renewables,19667.854,23,195425.855,37084.325,0.7693573655111838
Greece,MAR2018,March 2018,2018,3,March,Electricity trade,-375.118037,21,-6277.999998,-1353.31,-0.0942892376229033
Slovenia,OCT2012,October 2012,2012,10,October,Total imports,616.669,15,7451.999,5848.216,0.4319245176238545
United States,MAR2012,March 2012,2012,3,March,Distribution losses,20455.321,19,268753.001,62895.431,0.0659254136570278
Italy,MAY2022,May 2022,2022,5,May,Coal,1121.38866,8,16440.472267,5635.736798,0.051657669596746
Czech Republic,JUL2013,July 2013,2013,7,July,Final consumption,4244.294,20,57575.676,34034.626,0.6877811438836039
Japan,MAR2015,March 2015,2015,3,March,Non-renewables,77633.878,23,880082.009,257800.127,0.8672924310814573
Serbia,DEC2019,December 2019,2019,12,December,Other renewables aggregated,12.461339,25,122.776784,91.669701,0.003731490653178
Portugal,AUG2022,August 2022,2022,8,August,Others,143.775265,24,1438.713485,954.090158,0.0394077416044591
Slovak Republic,SEP2014,September 2014,2014,9,September,Nuclear,1144.177,6,14420.0,10914.637,0.5601747043870952
Slovak Republic,SEP2017,September 2017,2017,9,September,Others,41.624,24,531.167,395.704,0.0201756107964528
Poland,DEC2021,December 2021,2021,12,December,Total exports,1611.793,16,14212.064,7357.075,0.1008613640071794
Romania,JUN2016,June 2016,2016,6,June,Geothermal,0.0,4,0.0,0.0,0.0
OECD Americas,JUN2011,June 2011,2011,6,June,Coal,170623.272,8,1886093.45,982590.706,0.3819209519953976
Italy,FEB2012,February 2012,2012,2,February,Not specified,60.083,13,720.996,129.0,0.002350297017255
New Zealand,OCT2022,October 2022,2022,10,October,Not specified,3.185667,13,38.228004,31.85667,0.0008766342303596
Brazil,AUG2018,August 2018,2018,8,August,Solar,405.868509,3,3441.059096,169.921,0.0081128003393562
Netherlands,SEP2021,September 2021,2021,9,September,Coal,1468.271415,8,16868.101607,6378.390188,0.1642429984685677
Netherlands,JAN2019,January 2019,2019,1,January,Electricity trade,530.925885,21,-855.235,-451.27558,0.0455043810242265
Slovenia,APR2021,April 2021,2021,4,April,Solar,34.942078,3,386.442036,114.907552,0.0446424859617856
OECD Asia Oceania,JUN2019,June 2019,2019,6,June,Distribution losses,5528.691662,19,70632.32074,39139.646086,0.0382204356138476
New Zealand,FEB2012,February 2012,2012,2,February,Coal,292.483,8,3317.491,189.457,0.089857163353228
Japan,MAR2016,March 2016,2016,3,March,Distribution losses,3454.923,19,44323.125,11461.308,0.0397080484284405
Estonia,SEP2018,September 2018,2018,9,September,Distribution losses,60.96293,19,744.000001,580.9,0.0713845233962496
Netherlands,DEC2015,December 2015,2015,12,December,Others,281.181,24,2984.42,3507.894,0.0275367388618018
Croatia,MAY2020,May 2020,2020,5,May,Renewables,616.749167,22,8537.441257,3491.771679,0.7240919432445978
Switzerland,APR2011,April 2011,2011,4,April,Net electricity production,4769.237,14,62958.861,20174.451,1.0
Japan,OCT2011,October 2011,2011,10,October,Distribution losses,3563.527,19,46489.771,40203.523,0.0431405851371029
Netherlands,APR2022,April 2022,2022,4,April,Hydro,10.167946,1,52.877762,31.727689,0.0011029500296415
India,JUN2022,June 2022,2022,6,June,Electricity supplied,145918.028355,17,1649272.444553,806143.066248,1.0
Switzerland,AUG2021,August 2021,2021,8,August,Total exports,3065.96382,16,28968.209835,21830.62207,0.4951495048050445
Japan,SEP2018,September 2018,2018,9,September,Nuclear,4947.372497,6,47858.632954,20145.685,0.0595333404618934
France,MAY2021,May 2021,2021,5,May,Combustible renewables,960.487688,11,10727.613192,4396.782084,0.0225206212330606
Finland,FEB2016,February 2016,2016,2,February,Wind,236.312,2,3068.039,395.114,0.0373922811250406
Serbia,JAN2018,January 2018,2018,1,January,Geothermal,0.0,4,0.0,,0.0
Netherlands,SEP2011,September 2011,2011,9,September,Solar,10.274,3,104.471,49.133,0.0012595678238164
Poland,JUN2020,June 2020,2020,6,June,Non-renewables,8771.863698,23,116598.406489,62597.653623,0.8213403772373845
Australia,APR2015,April 2015,2015,4,April,Distribution losses,735.18806,19,9350.440145,3700.008,0.0388881226691147
Mexico,JAN2020,January 2020,2020,1,January,Other renewables aggregated,498.182262,25,4992.424238,831.093149,0.01908384234711
Luxembourg,SEP2010,September 2010,2010,9,September,Combustible renewables,6.815,11,83.597,,0.0194973879508145
Japan,OCT2022,October 2022,2022,10,October,Low carbon,22887.779307,26,292456.736086,248210.848875,0.3032104348985899
Czech Republic,FEB2019,February 2019,2019,2,February,Fossil fuels,3854.315197,27,40895.457125,7642.484462,0.5391393720594314
Canada,MAR2014,March 2014,2014,3,March,Other renewables,1.909,5,15.0,6.888,3.19499538867939e-05
Norway,SEP2011,September 2011,2011,9,September,Other combustible non-renewables,4.371,12,79.985,74.023,0.0004229788919888
New Zealand,MAY2019,May 2019,2019,5,May,Combustible renewables,56.531963,11,574.756779,271.563097,0.015331349430866
Portugal,SEP2015,September 2015,2015,9,September,Hydro,502.084,1,9731.391,12727.519,0.1252583957732613
